"No.","Time","Source","Destination","Protocol","Length","Info"
"16960","67.844689","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2409:40e0:1a:1598::73","DNS","103","Standard query 0x6e68 HTTPS ajs-assets.ftstatic.com"
"16961","67.844866","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2409:40e0:1a:1598::73","DNS","103","Standard query 0x8d85 AAAA ajs-assets.ftstatic.com"
"16962","67.844958","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2409:40e0:1a:1598::73","DNS","103","Standard query 0x62ea A ajs-assets.ftstatic.com"
"16963","67.845041","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","208","50956  >  443 Len=146"
"16964","67.845301","10.228.87.23","13.107.13.93","TCP","54","50450  >  443 [FIN, ACK] Seq=2126 Ack=6977 Win=262144 Len=0"
"16965","67.846548","4a:c4:56:13:68:fc","f2:91:b2:d7:39:d2","ARP","42","Who has 10.228.87.23? Tell 10.228.87.201"
"16966","67.846590","f2:91:b2:d7:39:d2","4a:c4:56:13:68:fc","ARP","42","10.228.87.23 is at f2:91:b2:d7:39:d2"
"16967","67.904281","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","94","443  >  50956 Len=32"
"16968","67.904284","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","216","443  >  50956 Len=154"
"16969","67.904285","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","1362","443  >  50956 Len=1300"
"16970","67.904286","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","1199","443  >  50956 Len=1137"
"16971","67.904288","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","94","443  >  50956 Len=32"
"16972","67.904288","2a04:4e42:59::158","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58320 [ACK] Seq=1 Ack=518 Win=218112 Len=0 TSval=3195250089 TSecr=2934196527"
"16973","67.904290","2a04:4e42:59::158","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","1374","Server Hello, Change Cipher Spec, Application Data"
"16974","67.905508","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","107","50956  >  443 Len=45"
"16975","67.905511","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::158","TCP","86","58320  >  443 [ACK] Seq=518 Ack=1289 Win=130048 Len=0 TSval=2934196593 TSecr=3195250090"
"16976","67.906319","2a04:4e42:59::158","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1374","443  >  58320 [PSH, ACK] Seq=1289 Ack=518 Win=218112 Len=1288 TSval=3195250090 TSecr=2934196527 [TCP PDU reassembled in 16977]"
"16977","67.906321","2a04:4e42:59::158","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","911","Application Data, Application Data, Application Data, Application Data"
"16978","67.906322","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","610","443  >  50956 Len=548"
"16979","67.906324","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","94","443  >  50956 Len=32"
"16980","67.906325","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","128","443  >  50956 Len=66"
"16981","67.906327","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","605","443  >  50956 Len=543"
"16982","67.906328","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","190","443  >  50956 Len=128"
"16983","67.906329","2a04:4e42:59::159","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","94","443  >  58319 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM TSval=793294271 TSecr=3683013320 WS=512"
"16984","67.906330","2409:40e0:1a:1598::73","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","DNS","245","Standard query response 0x6e68 HTTPS ajs-assets.ftstatic.com CNAME ajs-assets.ftstatic.com.edgekey.net CNAME e323878.b.akamaiedge.net SOA n0b.akamaiedge.net"
"16985","67.906331","2409:40e0:1a:1598::73","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","DNS","243","Standard query response 0x8d85 AAAA ajs-assets.ftstatic.com CNAME ajs-assets.ftstatic.com.edgekey.net CNAME e323878.b.akamaiedge.net AAAA 64:ff9b::312c:7252 AAAA 64:ff9b::312c:7253"
"16986","67.906332","2409:40e0:1a:1598::73","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","DNS","219","Standard query response 0x62ea A ajs-assets.ftstatic.com CNAME ajs-assets.ftstatic.com.edgekey.net CNAME e323878.b.akamaiedge.net A 49.44.114.83 A 49.44.114.82"
"16987","67.908284","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::158","TCP","86","58320  >  443 [ACK] Seq=518 Ack=3402 Win=128896 Len=0 TSval=2934196596 TSecr=3195250090"
"16988","67.908286","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","107","50956  >  443 Len=45"
"16989","67.908287","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","136","50956  >  443 Len=74"
"16990","67.908287","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","134","50956  >  443 Len=72"
"16991","67.908287","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::159","TCP","86","58319  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=3683013412 TSecr=793294271"
"16992","67.908288","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::159","TLSv1.3","603","Client Hello (SNI=pbs.twimg.com)"
"16993","67.908615","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","174","50956  >  443 Len=112"
"16994","67.909363","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2409:40e0:1a:1598::73","DNS","104","Standard query 0x2629 HTTPS e323878.b.akamaiedge.net"
"16995","67.910788","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","208","50956  >  443 Len=146"
"16996","67.910951","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::158","TLSv1.3","150","Change Cipher Spec, Application Data"
"16997","67.911796","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::158","TLSv1.3","184","Application Data"
"16998","67.911904","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","139","50956  >  443 Len=77"
"16999","67.917949","2404:6800:4002:827::2013","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.2","191","Application Data"
"17000","67.918198","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:827::2013","TCP","86","58260  >  443 [ACK] Seq=1395 Ack=213 Win=2046 Len=0 TSval=1745932858 TSecr=2719303610"
"17001","67.918324","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:827::2013","TLSv1.2","125","Application Data"
"17002","67.918978","64:ff9b::d33:f1e","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58314 [ACK] Seq=5025 Ack=2022 Win=31488 Len=0 TSval=3971745615 TSecr=3110113764"
"17003","67.918979","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","117","443  >  50956 Len=55"
"17004","67.918980","2a04:4e42:59::158","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","911","[TCP Spurious Retransmission] 443  >  58320 [PSH, ACK] Seq=2577 Ack=518 Win=218112 Len=825 TSval=3195250140 TSecr=2934196527"
"17005","67.919103","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::158","TCP","98","[TCP Dup ACK 16987#1] 58320  >  443 [ACK] Seq=680 Ack=3402 Win=131072 Len=0 TSval=2934196607 TSecr=3195250140 SLE=2577 SRE=3402"
"17006","67.923680","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","671","50956  >  443 Len=609"
"17007","67.930811","13.107.13.93","10.228.87.23","TCP","54","443  >  50450 [ACK] Seq=6977 Ack=2127 Win=4193792 Len=0"
"17008","67.930812","13.107.13.93","10.228.87.23","TCP","54","443  >  50450 [FIN, ACK] Seq=6977 Ack=2127 Win=4193792 Len=0"
"17009","67.930948","10.228.87.23","13.107.13.93","TCP","54","50450  >  443 [ACK] Seq=2127 Ack=6978 Win=262144 Len=0"
"17010","67.953781","2a04:4e42:59::158","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58320 [ACK] Seq=3402 Ack=582 Win=218112 Len=0 TSval=3195250177 TSecr=2934196599"
"17011","67.953783","2a04:4e42:59::159","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58319 [ACK] Seq=1 Ack=518 Win=218112 Len=0 TSval=793294380 TSecr=3683013412"
"17012","67.953784","2a04:4e42:59::159","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","1374","Server Hello, Change Cipher Spec, Application Data"
"17013","67.954006","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::159","TCP","86","58319  >  443 [ACK] Seq=518 Ack=1289 Win=130048 Len=0 TSval=3683013458 TSecr=793294382"
"17014","67.955086","2a04:4e42:59::159","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1374","443  >  58319 [PSH, ACK] Seq=1289 Ack=518 Win=218112 Len=1288 TSval=793294382 TSecr=3683013412 [TCP PDU reassembled in 17015]"
"17015","67.955087","2a04:4e42:59::159","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","903","Application Data, Application Data, Application Data, Application Data"
"17016","67.955088","2a04:4e42:59::158","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58320 [ACK] Seq=3402 Ack=680 Win=218112 Len=0 TSval=3195250178 TSecr=2934196599"
"17017","67.955089","2a04:4e42:59::158","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","151","Application Data"
"17018","67.955090","2409:40e0:1a:1598::73","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","DNS","165","Standard query response 0x2629 HTTPS e323878.b.akamaiedge.net SOA n0b.akamaiedge.net"
"17019","67.955253","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::159","TCP","86","58319  >  443 [ACK] Seq=518 Ack=3394 Win=128960 Len=0 TSval=3683013459 TSecr=793294382"
"17020","67.955253","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::158","TCP","86","58320  >  443 [ACK] Seq=680 Ack=3467 Win=130944 Len=0 TSval=2934196643 TSecr=3195250180"
"17021","67.955297","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::158","TLSv1.3","117","Application Data"
"17022","67.956102","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::312c:7252","TCP","98","58321  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1350 WS=64 TSval=3723876845 TSecr=0 SACK_PERM"
"17023","67.956856","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::159","TLSv1.3","150","Change Cipher Spec, Application Data"
"17024","67.957645","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::159","TLSv1.3","184","Application Data"
"17025","68.013973","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","559","443  >  50956 Len=497"
"17026","68.013975","2a04:4e42:59::158","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58320 [ACK] Seq=3467 Ack=711 Win=218112 Len=0 TSval=3195250210 TSecr=2934196643"
"17027","68.013976","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","114","443  >  50956 Len=52"
"17028","68.013976","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","94","443  >  50956 Len=32"
"17029","68.013977","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","94","443  >  50956 Len=32"
"17030","68.013978","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","94","443  >  50956 Len=32"
"17031","68.013979","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","619","443  >  50956 Len=557"
"17032","68.013980","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","218","443  >  50956 Len=156"
"17033","68.014467","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","108","50956  >  443 Len=46"
"17034","68.014469","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","135","50956  >  443 Len=73"
"17035","68.014548","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","135","50956  >  443 Len=73"
"17036","68.014793","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","139","50956  >  443 Len=77"
"17037","68.015385","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","116","443  >  50956 Len=54"
"17038","68.015386","2a04:4e42:59::159","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58319 [ACK] Seq=3394 Ack=582 Win=218112 Len=0 TSval=793294415 TSecr=3683013461"
"17039","68.015387","2a04:4e42:59::159","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58319 [ACK] Seq=3394 Ack=680 Win=218112 Len=0 TSval=793294415 TSecr=3683013461"
"17040","68.015389","2a04:4e42:59::159","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","151","Application Data"
"17041","68.015390","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","94","443  >  58321 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1300 SACK_PERM TSval=3187131572 TSecr=3723876845 WS=128"
"17042","68.015391","2404:6800:4002:827::2013","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58260 [ACK] Seq=213 Ack=1434 Win=1047 Len=0 TSval=2719303685 TSecr=1745932858"
"17043","68.015671","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::159","TCP","86","58319  >  443 [ACK] Seq=680 Ack=3459 Win=130944 Len=0 TSval=3683013520 TSecr=793294415"
"17044","68.015672","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::312c:7252","TCP","86","58321  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=3723876906 TSecr=3187131572"
"17045","68.015673","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::312c:7252","TLSv1.3","603","Client Hello (SNI=ajs-assets.ftstatic.com)"
"17046","68.015702","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a04:4e42:59::159","TLSv1.3","117","Application Data"
"17047","68.041548","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","108","50956  >  443 Len=46"
"17048","68.046450","64:ff9b::14cf:4955","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","125","Application Data"
"17049","68.046451","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","1342","Server Hello, Change Cipher Spec, Application Data"
"17050","68.046453","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [PSH, ACK] Seq=1257 Ack=518 Win=64256 Len=1256 TSval=3187131637 TSecr=3723876906 [TCP PDU reassembled in 17052]"
"17051","68.046455","2a04:4e42:59::159","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58319 [ACK] Seq=3459 Ack=711 Win=218112 Len=0 TSval=793294478 TSecr=3683013520"
"17052","68.046455","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","748","Application Data, Application Data, Application Data"
"17053","68.046618","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TCP","86","50444  >  443 [ACK] Seq=3718 Ack=6788 Win=131008 Len=0 TSval=620767585 TSecr=676450299"
"17054","68.046868","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::312c:7252","TCP","86","58321  >  443 [ACK] Seq=518 Ack=3175 Win=131072 Len=0 TSval=3723876937 TSecr=3187131637"
"17055","68.047364","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TCP","86","50444  >  443 [FIN, ACK] Seq=3718 Ack=6788 Win=131072 Len=0 TSval=620767585 TSecr=676450299"
"17056","68.049254","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::312c:7252","TLSv1.3","166","Change Cipher Spec, Application Data"
"17057","68.049860","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::312c:7252","TLSv1.3","501","Application Data"
"17058","68.079351","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","94","443  >  50956 Len=32"
"17059","68.079353","64:ff9b::ac42:e3","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1354","443  >  58317 [ACK] Seq=63040 Ack=1668 Win=131072 Len=1268 TSval=651703910 TSecr=3434688798 [TCP PDU reassembled in 17062]"
"17060","68.079354","64:ff9b::ac42:e3","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1354","443  >  58317 [ACK] Seq=64308 Ack=1668 Win=131072 Len=1268 TSval=651703910 TSecr=3434688798 [TCP PDU reassembled in 17062]"
"17061","68.079356","64:ff9b::ac42:e3","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1354","443  >  58317 [ACK] Seq=65576 Ack=1668 Win=131072 Len=1268 TSval=651703910 TSecr=3434688798 [TCP PDU reassembled in 17062]"
"17062","68.079357","64:ff9b::ac42:e3","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","533","Application Data"
"17063","68.079358","64:ff9b::ac42:e3","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1354","443  >  58317 [ACK] Seq=67291 Ack=1668 Win=131072 Len=1268 TSval=651703910 TSecr=3434688798 [TCP PDU reassembled in 17065]"
"17064","68.079359","64:ff9b::ac42:e3","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1354","443  >  58317 [ACK] Seq=68559 Ack=1668 Win=131072 Len=1268 TSval=651703910 TSecr=3434688798 [TCP PDU reassembled in 17065]"
"17065","68.079360","64:ff9b::ac42:e3","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","774","Application Data"
"17066","68.079361","64:ff9b::ac42:e3","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","999","Application Data, Application Data"
"17067","68.079363","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58321 [ACK] Seq=3175 Ack=598 Win=64256 Len=0 TSval=3187131659 TSecr=3723876939"
"17068","68.079363","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58321 [ACK] Seq=3175 Ack=1013 Win=64128 Len=0 TSval=3187131659 TSecr=3723876939"
"17069","68.079364","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","405","Application Data"
"17070","68.080033","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::ac42:e3","TCP","86","58317  >  443 [ACK] Seq=1668 Ack=71428 Win=240512 Len=0 TSval=3434689042 TSecr=651703910"
"17071","68.080273","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::312c:7252","TCP","86","58321  >  443 [ACK] Seq=1013 Ack=3494 Win=130752 Len=0 TSval=3723876970 TSecr=3187131663"
"17072","68.080572","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","405","Application Data"
"17073","68.080573","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [ACK] Seq=3813 Ack=1013 Win=64128 Len=1256 TSval=3187131664 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17074","68.080573","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [PSH, ACK] Seq=5069 Ack=1013 Win=64128 Len=1256 TSval=3187131664 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17075","68.080575","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [ACK] Seq=6325 Ack=1013 Win=64128 Len=1256 TSval=3187131664 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17076","68.080576","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [PSH, ACK] Seq=7581 Ack=1013 Win=64128 Len=1256 TSval=3187131664 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17077","68.080577","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [ACK] Seq=8837 Ack=1013 Win=64128 Len=1256 TSval=3187131664 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17078","68.080578","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [PSH, ACK] Seq=10093 Ack=1013 Win=64128 Len=1256 TSval=3187131664 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17079","68.080579","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","94","443  >  50956 Len=32"
"17080","68.080672","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::312c:7252","TCP","86","58321  >  443 [ACK] Seq=1013 Ack=11349 Win=131072 Len=0 TSval=3723876971 TSecr=3187131664"
"17081","68.087960","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [ACK] Seq=11349 Ack=1013 Win=64128 Len=1256 TSval=3187131664 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17082","68.087963","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [PSH, ACK] Seq=12605 Ack=1013 Win=64128 Len=1256 TSval=3187131664 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17083","68.088240","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [ACK] Seq=13861 Ack=1013 Win=64128 Len=1256 TSval=3187131664 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17084","68.088241","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [PSH, ACK] Seq=15117 Ack=1013 Win=64128 Len=1256 TSval=3187131664 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17085","68.088242","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [ACK] Seq=16373 Ack=1013 Win=64128 Len=1256 TSval=3187131664 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17086","68.088243","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [PSH, ACK] Seq=17629 Ack=1013 Win=64128 Len=1256 TSval=3187131664 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17087","68.088244","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1342","443  >  58321 [ACK] Seq=18885 Ack=1013 Win=64128 Len=1256 TSval=3187131665 TSecr=3723876939 [TCP PDU reassembled in 17088]"
"17088","68.088244","64:ff9b::312c:7252","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","1342","Application Data"
"17089","68.088545","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::312c:7252","TCP","86","58321  >  443 [ACK] Seq=1013 Ack=21397 Win=131072 Len=0 TSval=3723876978 TSecr=3187131665"
"17090","68.092470","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","117","443  >  50956 Len=55"
"17091","68.097308","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","672","443  >  50956 Len=610"
"17092","68.097517","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","108","50956  >  443 Len=46"
"17093","68.098500","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","155","443  >  50956 Len=93"
"17094","68.098501","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","1362","443  >  50956 Len=1300"
"17095","68.098600","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","108","50956  >  443 Len=46"
"17096","68.098627","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","139","50956  >  443 Len=77"
"17097","68.119283","64:ff9b::14cf:4955","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","110","Application Data"
"17098","68.119285","2404:6800:4002:831::2002","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","129","Protected Payload (KP0)"
"17099","68.119286","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","1362","443  >  50956 Len=1300"
"17100","68.119288","2404:6800:4002:831::2002","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","84","Protected Payload (KP0)"
"17101","68.119289","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","547","443  >  50956 Len=485"
"17102","68.119290","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","1362","443  >  50956 Len=1300"
"17103","68.119440","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TCP","74","50444  >  443 [RST] Seq=3719 Win=0 Len=0"
"17104","68.119575","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:831::2002","QUIC","93","Protected Payload (KP0), DCID=eec5832d3e4a7192"
