"No.","Time","Source","Destination","Protocol","Length","Info"
"624","6.734068","2405:200:1630:bb8::c","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","88","443  >  64295 Len=26"
"625","6.751312","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4009:802::200e","UDP","94","61772  >  443 Len=32"
"626","6.787159","2404:6800:4009:802::200e","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","155","443  >  61772 Len=93"
"627","6.787161","2404:6800:4009:802::200e","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","83","443  >  61772 Len=21"
"628","6.787673","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4009:802::200e","UDP","97","61772  >  443 Len=35"
"629","6.881047","2404:6800:4009:802::200e","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","86","443  >  61772 Len=24"
"630","7.290438","2404:6800:4002:829::200a","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","222","443  >  63070 Len=160"
"631","7.290779","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:829::200a","UDP","100","63070  >  443 Len=38"
"632","7.322498","2606:4700:8d91:d8b7:9ad9:475:ccf5:ac50","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.2","110","Application Data"
"633","7.325555","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2606:4700:8d91:d8b7:9ad9:475:ccf5:ac50","TCP","86","58139  >  443 [ACK] Seq=33 Ack=53 Win=2047 Len=0 TSval=2130064180 TSecr=3354802173"
"634","7.325558","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2606:4700:8d91:d8b7:9ad9:475:ccf5:ac50","TLSv1.2","110","Application Data"
"635","7.325559","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2606:4700:8d91:d8b7:9ad9:475:ccf5:ac50","TLSv1.2","112","Application Data"
"636","7.379107","2606:4700:8d91:d8b7:9ad9:475:ccf5:ac50","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58139 [ACK] Seq=53 Ack=57 Win=16 Len=0 TSval=3354802227 TSecr=2130064180"
"637","7.379110","2606:4700:8d91:d8b7:9ad9:475:ccf5:ac50","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58139 [ACK] Seq=53 Ack=83 Win=16 Len=0 TSval=3354802227 TSecr=2130064180"
"638","7.748040","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","91","50956  >  443 Len=29"
"639","7.810805","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","96","443  >  50956 Len=34"
"640","8.870679","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2606:4700:8d92:7cbc:c2d9:479:5ff2:75c4","TLSv1.2","159","Application Data"
"641","8.871120","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2606:4700:8d92:7cbc:c2d9:479:5ff2:75c4","TLSv1.2","716","Application Data"
"642","8.946274","2606:4700:8d92:7cbc:c2d9:479:5ff2:75c4","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  58058 [ACK] Seq=1 Ack=704 Win=16 Len=0 TSval=3972651826 TSecr=2410399981"
"643","9.299829","2606:4700:8d92:7cbc:c2d9:479:5ff2:75c4","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.2","470","Application Data"
"644","9.299832","2606:4700:8d92:7cbc:c2d9:479:5ff2:75c4","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.2","133","Application Data"
"645","9.299834","2606:4700:8d92:7cbc:c2d9:479:5ff2:75c4","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.2","117","Application Data"
"646","9.299836","2606:4700:8d92:7cbc:c2d9:479:5ff2:75c4","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","117","[TCP Retransmission] 443  >  58058 [PSH, ACK] Seq=432 Ack=704 Win=16 Len=31 TSval=3972652059 TSecr=2410399981"
"647","9.300295","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2606:4700:8d92:7cbc:c2d9:479:5ff2:75c4","TCP","98","58058  >  443 [ACK] Seq=704 Ack=463 Win=2040 Len=0 TSval=2410400411 TSecr=3972652059 SLE=432 SRE=463"
"648","9.450122","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:806::2003","QUIC","1292","Initial, DCID=c1842d8c2f6316ce, PKN: 1, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PING"
"649","9.450149","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:806::2003","QUIC","1292","Initial, DCID=c1842d8c2f6316ce, PKN: 2, CRYPTO, CRYPTO, CRYPTO"
"650","9.450278","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:806::2003","QUIC","142","0-RTT, DCID=c1842d8c2f6316ce"
"651","9.450701","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:806::2003","QUIC","757","0-RTT, DCID=c1842d8c2f6316ce"
"652","9.451585","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:806::2003","QUIC","183","0-RTT, DCID=c1842d8c2f6316ce"
"653","9.516905","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","102","Initial, SCID=e1842d8c2f6316ce, PKN: 1, ACK"
"654","9.516909","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","1292","Initial, SCID=e1842d8c2f6316ce, PKN: 2, ACK, PADDING"
"655","9.516912","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","1292","Initial, SCID=e1842d8c2f6316ce, PKN: 3, CRYPTO, PADDING"
"656","9.516915","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","366","Protected Payload (KP0)"
"657","9.516920","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","988","Protected Payload (KP0)"
"658","9.517909","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","103","Protected Payload (KP0)"
"659","9.517912","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","86","Protected Payload (KP0)"
"660","9.518444","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:806::2003","QUIC","140","Handshake, DCID=e1842d8c2f6316ce"
"661","9.518538","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:806::2003","QUIC","93","Protected Payload (KP0), DCID=e1842d8c2f6316ce"
"662","9.519685","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","85","Protected Payload (KP0)"
"663","9.519841","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:806::2003","QUIC","93","Protected Payload (KP0), DCID=e1842d8c2f6316ce"
"664","9.559277","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","182","Protected Payload (KP0)"
"665","9.585069","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","594","Protected Payload (KP0)"
"666","9.585506","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:806::2003","QUIC","97","Protected Payload (KP0), DCID=e1842d8c2f6316ce"
"667","9.586493","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","84","Protected Payload (KP0)"
"668","9.593999","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","148","Protected Payload (KP0)"
"669","9.594307","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:806::2003","QUIC","97","Protected Payload (KP0), DCID=e1842d8c2f6316ce"
"670","9.625112","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","85","Protected Payload (KP0)"
"671","9.648329","2404:6800:4002:806::2003","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","QUIC","85","Protected Payload (KP0)"
"672","10.976292","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2409:40e0:1a:1598::73","DNS","100","Standard query 0x85e6 A videos.ctfassets.net"
"673","11.149501","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2409:40e0:1a:1598::73","DNS","100","Standard query 0x6e56 HTTPS collector.github.com"
"674","11.149536","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2409:40e0:1a:1598::73","DNS","100","Standard query 0x1589 AAAA collector.github.com"
"675","11.149583","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2409:40e0:1a:1598::73","DNS","100","Standard query 0xdce6 A collector.github.com"
"676","11.149665","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2409:40e0:1a:1598::73","DNS","94","Standard query 0xa502 HTTPS api.github.com"
"677","11.149703","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2409:40e0:1a:1598::73","DNS","94","Standard query 0xdbef AAAA api.github.com"
"678","11.149737","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2409:40e0:1a:1598::73","DNS","94","Standard query 0x25f2 A api.github.com"
"679","11.180269","2409:40e0:1a:1598::73","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","DNS","164","Standard query response 0x85e6 A videos.ctfassets.net A 18.164.144.127 A 18.164.144.106 A 18.164.144.100 A 18.164.144.129"
"680","11.180273","2409:40e0:1a:1598::73","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","DNS","217","Standard query response 0x6e56 HTTPS collector.github.com CNAME glb-db52c2cf8be544.github.com SOA ns-1707.awsdns-21.co.uk"
"681","11.182419","2409:40e0:1a:1598::73","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","DNS","161","Standard query response 0x1589 AAAA collector.github.com CNAME glb-db52c2cf8be544.github.com AAAA 64:ff9b::8c52:7115"
"682","11.182421","2409:40e0:1a:1598::73","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","DNS","159","Standard query response 0xa502 HTTPS api.github.com SOA dns1.p08.nsone.net"
"683","11.182422","2409:40e0:1a:1598::73","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","DNS","122","Standard query response 0xdbef AAAA api.github.com AAAA 64:ff9b::14cf:4955"
"684","11.182423","2409:40e0:1a:1598::73","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","DNS","110","Standard query response 0x25f2 A api.github.com A 20.207.73.85"
"685","11.182823","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TCP","98","50444  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1350 WS=64 TSval=620710719 TSecr=0 SACK_PERM"
"686","11.183560","2409:40e0:1a:1598::73","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","DNS","149","Standard query response 0xdce6 A collector.github.com CNAME glb-db52c2cf8be544.github.com A 140.82.112.21"
"687","11.183745","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","98","50445  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1350 WS=64 TSval=4066313249 TSecr=0 SACK_PERM"
"688","11.243094","64:ff9b::14cf:4955","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","94","443  >  50444 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM TSval=676393496 TSecr=620710719 WS=1024"
"689","11.243211","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TCP","86","50444  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=620710779 TSecr=676393496"
"690","11.244251","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TCP","1374","50444  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1288 TSval=620710780 TSecr=676393496 [TCP PDU reassembled in 691]"
"691","11.244268","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TLSv1.3","697","Client Hello (SNI=api.github.com)"
"692","11.312538","64:ff9b::14cf:4955","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  50444 [ACK] Seq=1 Ack=1900 Win=71680 Len=0 TSval=676393564 TSecr=620710780"
"693","11.314255","64:ff9b::14cf:4955","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","1354","Server Hello, Change Cipher Spec, Application Data"
"694","11.314257","64:ff9b::14cf:4955","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1354","443  >  50444 [PSH, ACK] Seq=1269 Ack=1900 Win=71680 Len=1268 TSval=676393564 TSecr=620710780 [TCP PDU reassembled in 695]"
"695","11.314258","64:ff9b::14cf:4955","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","1038","Application Data, Application Data, Application Data"
"696","11.314334","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TCP","86","50444  >  443 [ACK] Seq=1900 Ack=3489 Win=127872 Len=0 TSval=620710850 TSecr=676393564"
"697","11.314429","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TCP","86","[TCP Window Update] 50444  >  443 [ACK] Seq=1900 Ack=3489 Win=131072 Len=0 TSval=620710850 TSecr=676393564"
"698","11.315069","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TLSv1.3","150","Change Cipher Spec, Application Data"
"699","11.315166","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TLSv1.3","178","Application Data"
"700","11.315295","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TLSv1.3","646","Application Data"
"701","11.315307","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TLSv1.3","360","Application Data"
"702","11.390544","64:ff9b::14cf:4955","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","165","Application Data"
"703","11.390546","64:ff9b::14cf:4955","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","165","Application Data"
"704","11.390548","64:ff9b::14cf:4955","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","176","Application Data"
"705","11.390691","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TCP","86","50444  >  443 [ACK] Seq=2890 Ack=3737 Win=130816 Len=0 TSval=620710927 TSecr=676393622"
"706","11.390835","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TLSv1.3","117","Application Data"
"707","11.437308","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","98","50446  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1350 WS=64 TSval=581005923 TSecr=0 SACK_PERM"
"708","11.441059","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","94","443  >  50445 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM TSval=3271664685 TSecr=4066313249 WS=1024"
"709","11.441171","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","86","50445  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=4066313507 TSecr=3271664685"
"710","11.441366","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","1374","50445  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1288 TSval=4066313507 TSecr=3271664685 [TCP PDU reassembled in 711]"
"711","11.441372","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TLSv1.3","703","Client Hello (SNI=collector.github.com)"
"712","11.511161","64:ff9b::14cf:4955","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  50444 [ACK] Seq=3737 Ack=2921 Win=76800 Len=0 TSval=676393764 TSecr=620710927"
"713","11.739200","10.228.87.23","140.82.112.21","TCP","78","50447  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3833370665 TSecr=0 SACK_PERM"
"714","11.739864","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2404:6800:4002:830::200e","UDP","91","56454  >  443 Len=29"
"715","11.748862","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  50445 [ACK] Seq=1 Ack=1906 Win=71680 Len=0 TSval=3271664939 TSecr=4066313507"
"716","11.752414","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","1354","Server Hello, Change Cipher Spec, Application Data"
"717","11.752416","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1354","443  >  50445 [PSH, ACK] Seq=1269 Ack=1906 Win=71680 Len=1268 TSval=3271664944 TSecr=4066313507 [TCP PDU reassembled in 722]"
"718","11.752417","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1354","443  >  50445 [ACK] Seq=2537 Ack=1906 Win=71680 Len=1268 TSval=3271664944 TSecr=4066313507 [TCP PDU reassembled in 722]"
"719","11.752419","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","378","443  >  50445 [PSH, ACK] Seq=3805 Ack=1906 Win=71680 Len=292 TSval=3271664944 TSecr=4066313507 [TCP PDU reassembled in 722]"
"720","11.752506","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","86","50445  >  443 [ACK] Seq=1906 Ack=4097 Win=127232 Len=0 TSval=4066313818 TSecr=3271664944"
"721","11.752600","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","86","[TCP Window Update] 50445  >  443 [ACK] Seq=1906 Ack=4097 Win=131072 Len=0 TSval=4066313818 TSecr=3271664944"
"722","11.753606","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","1354","Application Data"
"723","11.753609","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","357","Application Data, Application Data"
"724","11.753611","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","94","443  >  50446 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM TSval=4265373926 TSecr=581005923 WS=1024"
"725","11.753728","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","86","50445  >  443 [ACK] Seq=1906 Ack=5636 Win=129472 Len=0 TSval=4066313820 TSecr=3271664952"
"726","11.753801","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","86","50446  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=581006240 TSecr=4265373926"
"727","11.754065","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TLSv1.3","150","Change Cipher Spec, Application Data"
"728","11.754516","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","1374","50446  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1288 TSval=581006240 TSecr=4265373926 [TCP PDU reassembled in 729]"
"729","11.754522","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TLSv1.3","607","Client Hello (SNI=collector.github.com)"
"730","11.754593","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TLSv1.3","178","Application Data"
"731","11.754751","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TLSv1.3","645","Application Data"
"732","11.754783","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","1374","50445  >  443 [ACK] Seq=2621 Ack=5636 Win=131072 Len=1288 TSval=4066313821 TSecr=3271664952 [TCP PDU reassembled in 736]"
"733","11.754784","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","1374","50445  >  443 [ACK] Seq=3909 Ack=5636 Win=131072 Len=1288 TSval=4066313821 TSecr=3271664952 [TCP PDU reassembled in 736]"
"734","11.754785","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","1374","50445  >  443 [ACK] Seq=5197 Ack=5636 Win=131072 Len=1288 TSval=4066313821 TSecr=3271664952 [TCP PDU reassembled in 736]"
"735","11.754786","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","1374","50445  >  443 [ACK] Seq=6485 Ack=5636 Win=131072 Len=1288 TSval=4066313821 TSecr=3271664952 [TCP PDU reassembled in 736]"
"736","11.754789","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TLSv1.3","739","Application Data"
"737","11.802708","2404:6800:4002:830::200e","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","88","443  >  56454 Len=26"
"738","12.025913","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","103","50956  >  443 Len=41"
"739","12.064953","64:ff9b::14cf:4955","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","1053","Application Data"
"740","12.064955","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","165","Application Data"
"741","12.064956","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","165","Application Data"
"742","12.064957","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","150","Application Data"
"743","12.064958","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  50446 [ACK] Seq=1 Ack=1810 Win=71680 Len=0 TSval=4265374252 TSecr=581006240"
"744","12.065057","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::14cf:4955","TCP","86","50444  >  443 [ACK] Seq=2921 Ack=4704 Win=130048 Len=0 TSval=620711601 TSecr=676394225"
"745","12.065111","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","86","50445  >  443 [ACK] Seq=8426 Ack=5858 Win=130816 Len=0 TSval=4066314131 TSecr=3271665253"
"746","12.065396","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TLSv1.3","117","Application Data"
"747","12.066203","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","1354","Server Hello, Change Cipher Spec, Application Data"
"748","12.066204","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1354","443  >  50446 [PSH, ACK] Seq=1269 Ack=1810 Win=71680 Len=1268 TSval=4265374252 TSecr=581006240 [TCP PDU reassembled in 757]"
"749","12.066205","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  50445 [ACK] Seq=5858 Ack=3909 Win=76800 Len=0 TSval=3271665254 TSecr=4066313821"
"750","12.066206","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  50445 [ACK] Seq=5858 Ack=6485 Win=81920 Len=0 TSval=3271665254 TSecr=4066313821"
"751","12.066207","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  50445 [ACK] Seq=5858 Ack=7773 Win=84992 Len=0 TSval=3271665255 TSecr=4066313821"
"752","12.066208","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","86","443  >  50445 [ACK] Seq=5858 Ack=8426 Win=87040 Len=0 TSval=3271665255 TSecr=4066313821"
"753","12.066209","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","134","Application Data"
"754","12.066209","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","564","Application Data"
"755","12.066210","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","1354","443  >  50446 [ACK] Seq=2537 Ack=1810 Win=71680 Len=1268 TSval=4265374252 TSecr=581006240 [TCP PDU reassembled in 757]"
"756","12.066212","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TCP","378","443  >  50446 [PSH, ACK] Seq=3805 Ack=1810 Win=71680 Len=292 TSval=4265374252 TSecr=581006240 [TCP PDU reassembled in 757]"
"757","12.066213","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","1354","Application Data"
"758","12.066214","64:ff9b::8c52:7115","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","TLSv1.3","357","Application Data, Application Data"
"759","12.066214","140.82.112.21","10.228.87.23","TCP","74","443  >  50447 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM TSval=2612385232 TSecr=3833370665 WS=1024"
"760","12.066254","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","86","50446  >  443 [ACK] Seq=1810 Ack=5636 Win=125696 Len=0 TSval=581006552 TSecr=4265374257"
"761","12.066287","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","86","50445  >  443 [ACK] Seq=8457 Ack=6384 Win=130496 Len=0 TSval=4066314132 TSecr=3271665270"
"762","12.066304","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TCP","86","[TCP Window Update] 50446  >  443 [ACK] Seq=1810 Ack=5636 Win=131072 Len=0 TSval=581006552 TSecr=4265374257"
"763","12.066318","10.228.87.23","140.82.112.21","TCP","54","50447  >  443 [RST] Seq=1 Win=0 Len=0"
"764","12.066563","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","64:ff9b::8c52:7115","TLSv1.3","150","Change Cipher Spec, Application Data"
"765","12.092527","2a02:26f7:6:0:ace0:1303::","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","UDP","95","443  >  50956 Len=33"
"766","12.117839","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2a02:26f7:6:0:ace0:1303::","UDP","108","50956  >  443 Len=46"
"767","12.137199","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2606:4700:8d92:7cbc:c2d9:479:5ff2:75c4","TLSv1.2","161","Application Data"
"768","12.137688","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2606:4700:8d92:7cbc:c2d9:479:5ff2:75c4","TCP","1374","58058  >  443 [ACK] Seq=779 Ack=463 Win=2048 Len=1288 TSval=2410403248 TSecr=3972652059 [TCP PDU reassembled in 769]"
"769","12.137703","2409:40e0:1a:1598:80c3:6e0e:14a2:22e8","2606:4700:8d92:7cbc:c2d9:479:5ff2:75c4","TLSv1.2","241","Application Data"
